,ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
615,FOA,,,"
2021-12-31    5.775400e+08
2020-12-31    2.540760e+08
2019-12-31    2.535599e+09
2018-12-31    2.051910e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    387903000.0
2020-12-31    628185000.0
2019-12-31    482668000.0
2018-12-31    427294000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.488877
2020-12-31    0.404460
2019-12-31    5.253298
2018-12-31    0.480210
dtype: float64","
2021-12-31    141238000.0
2020-12-31    233101000.0
2019-12-31    118083000.0
2018-12-31     91875000.0
Name: Cash, dtype: float64","
2021-12-31    2.054746e+10
2020-12-31    1.911856e+10
2019-12-31    1.619005e+10
2018-12-31    1.350634e+10
Name: Total Current Assets, dtype: float64"
616,BWG,1.9425935417734495,,,,,,
617,ZI,,,"
2021-12-31    507600000.0
2020-12-31    320800000.0
2019-12-31    241700000.0
2018-12-31     65600000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.997900e+09
2020-12-31    5.028000e+08
2019-12-31   -2.138000e+08
2018-12-31   -1.191000e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.254067
2020-12-31    0.638027
2019-12-31   -1.130496
2018-12-31   -0.550798
dtype: float64","
2021-12-31    308300000.0
2020-12-31    269800000.0
2019-12-31     41400000.0
2018-12-31      9000000.0
Name: Cash, dtype: float64","
2021-12-31    545700000.0
2020-12-31    439500000.0
2019-12-31    148200000.0
2018-12-31     45000000.0
Name: Total Current Assets, dtype: float64"
618,ACLX,81.27792672028598,,"
2021-12-31    14845000.0
2020-12-31     5271000.0
2019-12-31     3039000.0
2018-12-31     1816000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -121515000.0
2020-12-31    -63720000.0
2019-12-31    -32738000.0
2018-12-31    -14935000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.122166
2020-12-31   -0.082721
2019-12-31   -0.092828
2018-12-31   -0.121594
dtype: float64","
2021-12-31    30833000.0
2020-12-31    46596000.0
2019-12-31    34578000.0
2018-12-31    14530000.0
Name: Cash, dtype: float64","
2021-12-31    112809000.0
2020-12-31     49357000.0
2019-12-31     38069000.0
2018-12-31     14629000.0
Name: Total Current Assets, dtype: float64"
619,0QZX.L,,,"
2022-05-31    1.427400e+10
2021-05-31    1.366000e+10
2020-05-31    1.034400e+10
2019-05-31    9.013000e+09
Name: Total Current Liabilities, dtype: float64","
2022-05-31    2.493900e+10
2021-05-31    2.416800e+10
2020-05-31    1.829500e+10
2019-05-31    1.775700e+10
Name: Total Stockholder Equity, dtype: float64","
2022-05-31    0.572357
2021-05-31    0.565210
2020-05-31    0.565400
2019-05-31    0.507574
dtype: float64","
2022-05-31    6.897000e+09
2021-05-31    7.087000e+09
2020-05-31    4.881000e+09
2019-05-31    2.319000e+09
Name: Cash, dtype: float64","
2022-05-31    2.036500e+10
2021-05-31    2.058000e+10
2020-05-31    1.638300e+10
2019-05-31    1.308600e+10
Name: Total Current Assets, dtype: float64"
620,0YXG.L,,,"
2021-10-31    6.281000e+09
2020-11-01    6.371000e+09
2019-11-03    6.899000e+09
2018-11-04    2.338000e+09
Name: Total Current Liabilities, dtype: float64","
2021-10-31    2.496200e+10
2020-11-01    2.387400e+10
2019-11-03    2.494100e+10
2018-11-04    2.665700e+10
Name: Total Stockholder Equity, dtype: float64","
2021-10-31    0.251622
2020-11-01    0.266859
2019-11-03    0.276613
2018-11-04    0.087707
dtype: float64","
2021-10-31    1.216300e+10
2020-11-01    7.618000e+09
2019-11-03    5.055000e+09
2018-11-04    4.292000e+09
Name: Cash, dtype: float64","
2021-10-31    1.658600e+10
2020-11-01    1.189500e+10
2019-11-03    9.917000e+09
2018-11-04    9.107000e+09
Name: Total Current Assets, dtype: float64"
621,CNP,,,"
2021-12-31    4.287000e+09
2020-12-31    4.825000e+09
2019-12-31    3.978000e+09
2018-12-31    3.302000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    8.625000e+09
2020-12-31    5.985000e+09
2019-12-31    6.619000e+09
2018-12-31    6.318000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.497043
2020-12-31    0.806182
2019-12-31    0.600997
2018-12-31    0.522634
dtype: float64","
2021-12-31    2.300000e+08
2020-12-31    1.470000e+08
2019-12-31    2.410000e+08
2018-12-31    4.231000e+09
Name: Cash, dtype: float64","
2021-12-31    7.355000e+09
2020-12-31    2.920000e+09
2019-12-31    3.937000e+09
2018-12-31    7.025000e+09
Name: Total Current Assets, dtype: float64"
622,UNC0.F,1.25,,"
2021-12-31    2.824000e+09
2020-12-31    2.814000e+09
2019-12-31    2.394000e+09
2018-12-31    2.152000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    8.386000e+09
2020-12-31    7.271000e+09
2019-12-31    7.039000e+09
2018-12-31    6.310000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.336752
2020-12-31    0.387017
2019-12-31    0.340105
2018-12-31    0.341046
dtype: float64","
2021-12-31    1.263000e+09
2020-12-31    1.336000e+09
2019-12-31    1.293000e+09
2018-12-31    1.262000e+09
Name: Cash, dtype: float64","
2021-12-31    3.710000e+09
2020-12-31    3.582000e+09
2019-12-31    3.295000e+09
2018-12-31    2.950000e+09
Name: Total Current Assets, dtype: float64"
623,ZTAQW,,,,,,,
624,TWST,,,"
2021-09-30    63052000.0
2020-09-30    36029000.0
2019-09-30    30354000.0
2018-09-30    18537000.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    580821000.0
2020-09-30    336262000.0
2019-09-30    152082000.0
2018-09-30   -201422000.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.108557
2020-09-30    0.107146
2019-09-30    0.199590
2018-09-30   -0.092031
dtype: float64","
2021-09-30    465829000.0
2020-09-30     93667000.0
2019-09-30     46735000.0
2018-09-30     80757000.0
Name: Cash, dtype: float64","
2021-09-30    546495000.0
2020-09-30    334870000.0
2019-09-30    160135000.0
2018-09-30     95671000.0
Name: Total Current Assets, dtype: float64"
625,NSTG,,,"
2021-12-31    52155000.0
2020-12-31    37099000.0
2019-12-31    44986000.0
2018-12-31    43115000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    176962000.0
2020-12-31    306948000.0
2019-12-31    104151000.0
2018-12-31     36869000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.294724
2020-12-31    0.120864
2019-12-31    0.431931
2018-12-31    1.169411
dtype: float64","
2021-12-31    107068000.0
2020-12-31    411848000.0
2019-12-31     29033000.0
2018-12-31     24356000.0
Name: Cash, dtype: float64","
2021-12-31    427620000.0
2020-12-31    498980000.0
2019-12-31    212607000.0
2018-12-31    131707000.0
Name: Total Current Assets, dtype: float64"
626,HCA,1.1983171333236617,,"
2021-12-31    9.582000e+09
2020-12-31    8.704000e+09
2019-12-31    7.757000e+09
2018-12-31    7.569000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -9.330000e+08
2020-12-31    5.720000e+08
2019-12-31   -2.808000e+09
2018-12-31   -4.950000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -10.270096
2020-12-31    15.216783
2019-12-31    -2.762464
2018-12-31    -1.529091
dtype: float64","
2021-12-31    1.451000e+09
2020-12-31    1.793000e+09
2019-12-31    6.210000e+08
2018-12-31    5.020000e+08
Name: Cash, dtype: float64","
2021-12-31    1.354200e+10
2020-12-31    1.233300e+10
2019-12-31    1.119600e+10
2018-12-31    1.021300e+10
Name: Total Current Assets, dtype: float64"
627,DLHC,,,"
2021-09-30    66376000.0
2020-09-30    47961000.0
2019-09-30    29485000.0
2018-09-30    15933000.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    65608000.0
2020-09-30    53437000.0
2019-09-30    45571000.0
2018-09-30    39418000.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    1.011706
2020-09-30    0.897524
2019-09-30    0.647012
2018-09-30    0.404206
dtype: float64","
2021-09-30    24051000.0
2020-09-30     1357000.0
2019-09-30     1790000.0
2018-09-30     6355000.0
Name: Cash, dtype: float64","
2021-09-30    61763000.0
2020-09-30    37397000.0
2019-09-30    26847000.0
2018-09-30    17395000.0
Name: Total Current Assets, dtype: float64"
628,SLGN,,,"
2021-12-31    1.508522e+09
2020-12-31    1.191620e+09
2019-12-31    1.018529e+09
2018-12-31    1.079068e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.562696e+09
2020-12-31    1.252873e+09
2019-12-31    1.023322e+09
2018-12-31    8.812650e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.965333
2020-12-31    0.951110
2019-12-31    0.995316
2018-12-31    1.224453
dtype: float64","
2021-12-31    631439000.0
2020-12-31    409481000.0
2019-12-31    203824000.0
2018-12-31     72819000.0
Name: Cash, dtype: float64","
2021-12-31    2.295849e+09
2020-12-31    1.799193e+09
2019-12-31    1.406808e+09
2018-12-31    1.290134e+09
Name: Total Current Assets, dtype: float64"
629,EWBC,,,"
2021-12-31    5.408232e+10
2020-12-31    4.574775e+10
2019-12-31    3.768014e+10
2018-12-31    3.578012e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5.837218e+09
2020-12-31    5.269175e+09
2019-12-31    5.017617e+09
2018-12-31    4.423974e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    9.265085
2020-12-31    8.682147
2019-12-31    7.509570
2018-12-31    8.087777
dtype: float64","
2021-12-31    3.912935e+09
2020-12-31    4.017971e+09
2019-12-31    2.432149e+09
2018-12-31    2.294077e+09
Name: Cash, dtype: float64","
2021-12-31    7.580092e+09
2020-12-31    6.978993e+09
2019-12-31    4.678565e+09
2018-12-31    4.616717e+09
Name: Total Current Assets, dtype: float64"
630,HAB.F,1.6122448979591837,,,,,,
631,BSGA,,,"
2021-12-31    1105236.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -2544662.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.434335
dtype: float64","
2021-12-31    413417.0
Name: Cash, dtype: float64","
2021-12-31    570970.0
Name: Total Current Assets, dtype: float64"
632,GNLN,,,"
2021-12-31    70968000.0
2020-12-31    41856000.0
2019-12-31    26262000.0
2018-12-31    30434000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    174528000.0
2020-12-31     15065000.0
2019-12-31     22416000.0
2018-12-31    -11059000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.406628
2020-12-31    2.778360
2019-12-31    1.171574
2018-12-31   -2.751967
dtype: float64","
2021-12-31    12857000.0
2020-12-31    30435000.0
2019-12-31    47773000.0
2018-12-31     7341000.0
Name: Cash, dtype: float64","
2021-12-31    124737000.0
2020-12-31     96083000.0
2019-12-31    114968000.0
2018-12-31     57105000.0
Name: Total Current Assets, dtype: float64"
633,ZGY.F,,,"
2021-12-31    1.446600e+10
2020-12-31    1.236100e+10
2019-12-31    1.038200e+10
2018-12-31    3.125000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.734700e+10
2020-12-31    4.930000e+10
2019-12-31    4.944000e+10
2018-12-31    1.021500e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.305532
2020-12-31    0.250730
2019-12-31    0.209992
2018-12-31    0.305923
dtype: float64","
2021-12-31    2.010000e+09
2020-12-31    1.959000e+09
2019-12-31    1.152000e+09
2018-12-31    7.030000e+08
Name: Cash, dtype: float64","
2021-12-31    1.070800e+10
2020-12-31    9.898000e+09
2019-12-31    8.692000e+09
2018-12-31    3.733000e+09
Name: Total Current Assets, dtype: float64"
634,LAC,2.697286012526096,,"
2021-12-31     8256000.0
2020-12-31     8754000.0
2019-12-31    14990000.0
2018-12-31     3361000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    536315000.0
2020-12-31    190703000.0
2019-12-31    159621000.0
2018-12-31     82282000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.015394
2020-12-31    0.045904
2019-12-31    0.093910
2018-12-31    0.040847
dtype: float64","
2021-12-31    510607000.0
2020-12-31    148070000.0
2019-12-31     83614000.0
2018-12-31     41604000.0
Name: Cash, dtype: float64","
2021-12-31    532575000.0
2020-12-31    154340000.0
2019-12-31     92914000.0
2018-12-31     46935000.0
Name: Total Current Assets, dtype: float64"
635,WLKP,,,"
2021-12-31    106796000.0
2020-12-31     39754000.0
2019-12-31     38849000.0
2018-12-31     48772000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    536550000.0
2020-12-31    519971000.0
2019-12-31    520086000.0
2018-12-31    458382000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.199042
2020-12-31    0.076454
2019-12-31    0.074697
2018-12-31    0.106400
dtype: float64","
2021-12-31    17057000.0
2020-12-31    17154000.0
2019-12-31    19923000.0
2018-12-31    19744000.0
Name: Cash, dtype: float64","
2021-12-31    281210000.0
2020-12-31    263305000.0
2019-12-31    238411000.0
2018-12-31    247142000.0
Name: Total Current Assets, dtype: float64"
636,IGNY,-0.03045685279187817,,"
2021-12-31    437594.0
2020-12-31     80310.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -2005784.0
2020-12-31      26690.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.218166
2020-12-31    3.008992
dtype: float64","
2021-12-31    329192.0
2020-12-31     25425.0
Name: Cash, dtype: float64","
2021-12-31    400511.0
2020-12-31     25425.0
Name: Total Current Assets, dtype: float64"
637,0A1W.L,,,"
2021-12-31    9.558000e+09
2020-12-31    8.548000e+09
2019-12-31    8.238000e+09
2018-12-31    1.331000e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.538400e+10
2020-12-31    2.482400e+10
2019-12-31    2.430900e+10
2018-12-31    7.466000e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.376536
2020-12-31    0.344344
2019-12-31    0.338887
2018-12-31    0.178275
dtype: float64","
2021-12-31    4.459000e+09
2020-12-31    3.526000e+09
2019-12-31    1.764000e+09
2018-12-31    2.270000e+09
Name: Cash, dtype: float64","
2021-12-31    1.554600e+10
2020-12-31    1.476800e+10
2019-12-31    1.351900e+10
2018-12-31    2.297200e+10
Name: Total Current Assets, dtype: float64"
638,CTVA,,,"
2021-12-31    9.558000e+09
2020-12-31    8.548000e+09
2019-12-31    8.238000e+09
2018-12-31    1.331000e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.538400e+10
2020-12-31    2.482400e+10
2019-12-31    2.430900e+10
2018-12-31    7.466000e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.376536
2020-12-31    0.344344
2019-12-31    0.338887
2018-12-31    0.178275
dtype: float64","
2021-12-31    4.459000e+09
2020-12-31    3.526000e+09
2019-12-31    1.764000e+09
2018-12-31    2.270000e+09
Name: Cash, dtype: float64","
2021-12-31    1.554600e+10
2020-12-31    1.476800e+10
2019-12-31    1.351900e+10
2018-12-31    2.297200e+10
Name: Total Current Assets, dtype: float64"
639,EDI,,,,,,,
640,SVRA,,,"
2021-12-31    14660000.0
2020-12-31     8174000.0
2019-12-31    10880000.0
2018-12-31     7254000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    144498000.0
2020-12-31     64383000.0
2019-12-31    101698000.0
2018-12-31    108219000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.101455
2020-12-31    0.126959
2019-12-31    0.106983
2018-12-31    0.067031
dtype: float64","
2021-12-31    34012000.0
2020-12-31    22880000.0
2019-12-31    49804000.0
2018-12-31    24301000.0
Name: Cash, dtype: float64","
2021-12-31    165000000.0
2020-12-31     85121000.0
2019-12-31    124067000.0
2018-12-31    113344000.0
Name: Total Current Assets, dtype: float64"
641,KYN,,,"
2021-11-30    111504000.0
2020-11-30    140672000.0
2019-11-30    318070000.0
2018-11-30    188413000.0
Name: Total Current Liabilities, dtype: float64","
2021-11-30    1.126479e+09
2020-11-30    8.729140e+08
2019-11-30    1.755216e+09
2018-11-30    2.066269e+09
Name: Total Stockholder Equity, dtype: float64","
2021-11-30    0.098985
2020-11-30    0.161152
2019-11-30    0.181214
2018-11-30    0.091185
dtype: float64","
2021-11-30    1153000.0
2020-11-30     171000.0
2019-11-30    2000000.0
2018-11-30    2000000.0
Name: Cash, dtype: float64","
2021-11-30    17349000.0
2020-11-30    68945000.0
2019-11-30     3092000.0
2018-11-30    15659000.0
Name: Total Current Assets, dtype: float64"
642,SVFB,,,"
2021-12-31    385373.0
2020-12-31    126750.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -6068205.0
2020-12-31       7430.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    -0.063507
2020-12-31    17.059219
dtype: float64","
2021-12-31    1506003.0
2020-12-31          NaN
Name: Cash, dtype: float64","
2021-12-31    2221982.0
2020-12-31       7430.0
Name: Total Current Assets, dtype: float64"
643,WMTD.F,,,"
2022-01-31    8.737900e+10
2021-01-31    9.264500e+10
2020-01-31    7.779000e+10
2019-01-31    7.747700e+10
Name: Total Current Liabilities, dtype: float64","
2022-01-31    8.325300e+10
2021-01-31    8.092500e+10
2020-01-31    7.466900e+10
2019-01-31    7.249600e+10
Name: Total Stockholder Equity, dtype: float64","
2022-01-31    1.049560
2021-01-31    1.144825
2020-01-31    1.041798
2019-01-31    1.068707
dtype: float64","
2022-01-31    1.476000e+10
2021-01-31    1.774100e+10
2020-01-31    9.465000e+09
2019-01-31    7.722000e+09
Name: Cash, dtype: float64","
2022-01-31    8.107000e+10
2021-01-31    9.006700e+10
2020-01-31    6.180600e+10
2019-01-31    6.189700e+10
Name: Total Current Assets, dtype: float64"
644,OHPAW,0.8717948717948718,,,,,,
645,TE1.F,,,"
2022-06-30    176018000.0
2021-06-30    152284000.0
2020-06-30    106668000.0
2019-06-30    101985000.0
Name: Total Current Liabilities, dtype: float64","
2022-06-30    1.701770e+09
2021-06-30    1.562971e+09
2020-06-30    1.381192e+09
2019-06-30    1.165589e+09
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.103432
2021-06-30    0.097432
2020-06-30    0.077229
2019-06-30    0.087497
dtype: float64","
2022-06-30    172567000.0
2021-06-30    199091000.0
2020-06-30    146625000.0
2019-06-30    100886000.0
Name: Cash, dtype: float64","
2022-06-30    605556000.0
2021-06-30    510606000.0
2020-06-30    520920000.0
2019-06-30    412607000.0
Name: Total Current Assets, dtype: float64"
646,EOSE,,,"
2021-12-31    29917000.0
2020-12-31    13585000.0
2019-12-31    86734000.0
2018-12-31    12672000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31     32447000.0
2020-12-31    120785000.0
2019-12-31   -183722000.0
2018-12-31   -104374000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.922027
2020-12-31    0.112473
2019-12-31   -0.472094
2018-12-31   -0.121410
dtype: float64","
2021-12-31    104831000.0
2020-12-31    121853000.0
2019-12-31       862000.0
2018-12-31      5498000.0
Name: Cash, dtype: float64","
2021-12-31    142572000.0
2020-12-31    127367000.0
2019-12-31      5984000.0
2018-12-31      7360000.0
Name: Total Current Assets, dtype: float64"
647,I7G.F,,,"
2021-12-31    1.228400e+09
2020-12-31    1.213100e+09
2019-12-31    1.452500e+09
2018-12-31    9.592000e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.751500e+09
2020-12-31    2.131200e+09
2019-12-31    1.751000e+09
2018-12-31    1.841100e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.446447
2020-12-31    0.569210
2019-12-31    0.829526
2018-12-31    0.520993
dtype: float64","
2021-12-31    814700000.0
2020-12-31    642500000.0
2019-12-31    353300000.0
2018-12-31    344500000.0
Name: Cash, dtype: float64","
2021-12-31    1.953800e+09
2020-12-31    1.578800e+09
2019-12-31    1.346500e+09
2018-12-31    1.185600e+09
Name: Total Current Assets, dtype: float64"
648,COMSW,,,,,,,
649,0R8M.L,,,,,,,
650,LFG,0.28412256267409475,,"
2021-12-31    68753000.0
2020-12-31    24417000.0
2019-12-31       59043.0
2018-12-31           NaN
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -162308000.0
2020-12-31     30774000.0
2019-12-31       786670.0
2018-12-31            NaN
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.423596
2020-12-31    0.793430
2019-12-31    0.075054
2018-12-31         NaN
dtype: float64","
2021-12-31    77860000.0
2020-12-31     1496000.0
2019-12-31      422958.0
2018-12-31           NaN
Name: Cash, dtype: float64","
2021-12-31    160465000.0
2020-12-31      8006000.0
2019-12-31       450420.0
2018-12-31            NaN
Name: Total Current Assets, dtype: float64"
651,HPX,,,"
2021-12-31    715775.0
2020-12-31    294177.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -19478257.0
2020-12-31   -28847680.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.036747
2020-12-31   -0.010198
dtype: float64","
2021-12-31     549792.0
2020-12-31    1132050.0
Name: Cash, dtype: float64","
2021-12-31     649194.0
2020-12-31    1391197.0
Name: Total Current Assets, dtype: float64"
