,ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
36,CNSL,-0.414997138,,"[303528000, 296501000, 302423000, 285545000]","[706973000, 418932000, 423461000, 540713000]","[0.4293346421999143, 0.7077544804407397, 0.7141696637943046, 0.5280897629611273]","[9599000, 12395000, 155561000, 99635000]","[198143000, 176867000, 340661000, 427815000]"
37,ROST,-0.430292599,,"[3644981000, 3756062000, 4214929000, 4476309000]","[4126951000, 4053897000, 4060050000, 3983217000]","[0.8832140241064166, 0.9265311871515236, 1.0381470671543453, 1.123792401970568]","[1412912000, 1351205000, 4819293000, 4922365000]","[3404019000, 3432828000, 6692491000, 7473176000]"
38,NNGF.F,21,0.013300001,"[20200000000, 20200000000, 24770000000, 24770000000]","[25931000000, 25931000000, 23833000000, 23833000000]","[0.7789903975936138, 0.7789903975936138, 1.0393152351781143, 1.0393152351781143]","[252000000, 73000000, 157000000, 190000000]","[7946000000, 5801000000, 9938000000, 17963000000]"
39,EB,,0.0571,"[414077000, 398938000, 435804000, 357966000]","[150116000, 158815000, 164436000, 169900000]","[2.7583801859895014, 2.51196675377011, 2.650295555717726, 2.1069217186580342]","[437892000, 420712000, 505756000, 634378000]","[545704000, 524576000, 537133000, 673608000]"
40,NAC,0.198807157,,"[11581387, 11581387, 25461990, 25461990]","[1884892267, 1884892267, 2181073883, 2181073883]","[0.006144323048464181, 0.006144323048464181, 0.011674061203730438, 0.011674061203730438]","[0, 0, 0, 0]","[nan, nan, nan, nan]"
41,CLWT,,0.051599998,"[6405000, 6405000, 6047000, 6047000]","[13884000, 13884000, 13396000, 13396000]","[0.46132238547968885, 0.46132238547968885, 0.4514034040011944, 0.4514034040011944]","[5267000, 5991000, 3519000, 5269000]","[13533000, 12010000, 10448000, 11504000]"
42,NRIX,,,"[67500000, 72665000, 66049000, 66258000]","[342545000, 266739000, 305917000, 342302000]","[0.19705440161146712, 0.2724198561140291, 0.21590496768731388, 0.19356591547814503]","[25591000, 34816000, 119356000, 80506000]","[40654000, 39354000, 298434000, 311118000]"
43,PRLHW,1.282264779,,,,,[1369047],[1454319]
44,ZIMV,,,"[217494000, 246787000, 219549000, 184600000]","[733776000, 764557000, 812456000, 1451400000]","[0.2964038071564074, 0.32278430515971995, 0.27022878777435333, 0.1271875430618713]","[37000000, 27400000, 100400000]","[517500000, 526000000, 536800000]"
45,BRBR,,,"[177000000, 130600000, 145700000, 251300000]","[-389600000, -428800000, -2827800000, -3062800000]","[-0.45431211498973306, -0.3045708955223881, -0.05152415305184242, -0.08204910539375734]","[5500000, 48700000, 152600000]","[219500000, 290200000, 388100000]"
46,0NWF.L,1.173104435,,,,,,
47,PH,,,"
2022-06-30    5.859318e+09
2021-06-30    3.096503e+09
2020-06-30    3.148373e+09
2019-06-30    3.151773e+09
Name: Total Current Liabilities, dtype: float64","
2022-06-30    8.848011e+09
2021-06-30    8.398307e+09
2020-06-30    6.227224e+09
2019-06-30    5.961969e+09
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.662219
2021-06-30    0.368706
2020-06-30    0.505582
2019-06-30    0.528646
dtype: float64","
2022-06-30    5.357990e+08
2021-06-30    7.331170e+08
2020-06-30    6.855140e+08
2019-06-30    3.219767e+09
Name: Cash, dtype: float64","
2022-06-30    1.204664e+10
2021-06-30    5.616750e+09
2020-06-30    5.034768e+09
2019-06-30    7.673086e+09
Name: Total Current Assets, dtype: float64"
48,RNLX,1.448451421,0.0191,"
2022-06-30    11776000.0
2021-06-30     7062000.0
2020-06-30     3292000.0
2019-06-30     1149000.0
Name: Total Current Liabilities, dtype: float64","
2022-06-30    30607000.0
2021-06-30    71461000.0
2020-06-30    15912000.0
2019-06-30     8551000.0
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.384749
2021-06-30    0.098823
2020-06-30    0.206888
2019-06-30    0.134370
dtype: float64","
2022-06-30    41333000.0
2021-06-30    65128000.0
2020-06-30    13293000.0
2019-06-30     8201000.0
Name: Cash, dtype: float64","
2022-06-30    44754000.0
2021-06-30    66791000.0
2020-06-30    14844000.0
2019-06-30     9422000.0
Name: Total Current Assets, dtype: float64"
49,ABG,0.593869732,,"
2021-12-31    1.598000e+09
2020-12-31    1.223400e+09
2019-12-31    1.247000e+09
2018-12-31    1.303300e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.115500e+09
2020-12-31    9.055000e+08
2019-12-31    6.463000e+08
2018-12-31    4.732000e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.755377
2020-12-31    1.351077
2019-12-31    1.929445
2018-12-31    2.754227
dtype: float64","
2021-12-31    178900000.0
2020-12-31      1400000.0
2019-12-31      3500000.0
2018-12-31      8300000.0
Name: Cash, dtype: float64","
2021-12-31    1.929400e+09
2020-12-31    1.405700e+09
2019-12-31    1.602600e+09
2018-12-31    1.553000e+09
Name: Total Current Assets, dtype: float64"
50,BIAFW,0.963251342,,,,,,
51,CRECU,,,,,,,
52,VENAR,,,,,,,
53,RYAM,,,"
2021-12-31    354563000.0
2020-12-31    293000000.0
2019-12-31    286146000.0
2018-12-31    370418000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    814343000.0
2020-12-31    695087000.0
2019-12-31    682798000.0
2018-12-31    706854000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.435398
2020-12-31    0.421530
2019-12-31    0.419079
2018-12-31    0.524037
dtype: float64","
2021-12-31    253307000.0
2020-12-31     93653000.0
2019-12-31     64025000.0
2018-12-31    108966000.0
Name: Cash, dtype: float64","
2021-12-31    776120000.0
2020-12-31    633572000.0
2019-12-31    573827000.0
2018-12-31    716092000.0
Name: Total Current Assets, dtype: float64"
54,GNUS,-8.888888889,,"
2021-12-31    21131000.0
2020-12-31     7178000.0
2019-12-31     8296385.0
2018-12-31     4607919.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    142729000.0
2020-12-31    119197000.0
2019-12-31      9086701.0
2018-12-31     12839769.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.148050
2020-12-31    0.060220
2019-12-31    0.913025
2018-12-31    0.358879
dtype: float64","
2021-12-31      2058000.0
2020-12-31    100456000.0
2019-12-31       305121.0
2018-12-31      2684483.0
Name: Cash, dtype: float64","
2021-12-31    136185000.0
2020-12-31    108566000.0
2019-12-31      4646249.0
2018-12-31      5579582.0
Name: Total Current Assets, dtype: float64"
55,SMFR,0.042553191,,"
2021-12-31    101284000.0
2020-12-31     73442000.0
2019-12-31     40186000.0
2018-12-31            NaN
Name: Total Current Liabilities, dtype: float64","
2021-12-31    388103000.0
2020-12-31   -330051000.0
2019-12-31    -88711000.0
2018-12-31            NaN
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.260972
2020-12-31   -0.222517
2019-12-31   -0.452999
2018-12-31         NaN
dtype: float64","
2021-12-31    400569000.0
2020-12-31    108132000.0
2019-12-31    115006000.0
2018-12-31            NaN
Name: Cash, dtype: float64","
2021-12-31    483544000.0
2020-12-31    174108000.0
2019-12-31    163805000.0
2018-12-31            NaN
Name: Total Current Assets, dtype: float64"
56,PRSR,0.551924473,,"
2021-12-31    553703.0
2020-12-31    321940.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -11281778.0
2020-12-31     4980000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.049079
2020-12-31    0.064647
dtype: float64","
2021-12-31     627632.0
2020-12-31    7647736.0
Name: Cash, dtype: float64","
2021-12-31     627632.0
2020-12-31    7647736.0
Name: Total Current Assets, dtype: float64"
57,BWMN,,,"
2021-12-31    32854000.0
2020-12-31    23333000.0
2019-12-31    32603000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    78413000.0
2020-12-31    17137000.0
2019-12-31   -23283000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.418987
2020-12-31    1.361557
2019-12-31   -1.400292
dtype: float64","
2021-12-31    20619000.0
2020-12-31      386000.0
2019-12-31      509000.0
Name: Cash, dtype: float64","
2021-12-31    74409000.0
2020-12-31    35102000.0
2019-12-31    42888000.0
Name: Total Current Assets, dtype: float64"
58,KHNZ.F,2.826086957,,"
2021-12-25    9.064000e+09
2020-12-26    8.061000e+09
2019-12-28    7.875000e+09
2018-12-29    7.503000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-25    4.929800e+10
2020-12-26    5.010300e+10
2019-12-28    5.162300e+10
2018-12-29    5.165700e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-25    0.183861
2020-12-26    0.160889
2019-12-28    0.152548
2018-12-29    0.145247
dtype: float64","
2021-12-25    3.445000e+09
2020-12-26    3.417000e+09
2019-12-28    2.279000e+09
2018-12-29    1.130000e+09
Name: Cash, dtype: float64","
2021-12-25    8.994000e+09
2020-12-26    1.082200e+10
2019-12-28    8.097000e+09
2018-12-29    9.075000e+09
Name: Total Current Assets, dtype: float64"
59,FLFVR,,0.044699997,,,,,
60,AGR,,,"
2021-12-31    3.329000e+09
2020-12-31    3.069000e+09
2019-12-31    3.589000e+09
2018-12-31    3.004000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.907600e+10
2020-12-31    1.520900e+10
2019-12-31    1.519000e+10
2018-12-31    1.510400e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.174512
2020-12-31    0.201788
2019-12-31    0.236274
2018-12-31    0.198888
dtype: float64","
2021-12-31    1.474000e+09
2020-12-31    1.463000e+09
2019-12-31    1.780000e+08
2018-12-31    3.600000e+07
Name: Cash, dtype: float64","
2021-12-31    3.777000e+09
2020-12-31    3.777000e+09
2019-12-31    2.025000e+09
2018-12-31    1.963000e+09
Name: Total Current Assets, dtype: float64"
61,JHI,1.119266055,0.0431,"
2021-10-31    88810377.0
2020-10-31    88414742.0
2019-10-31    89660489.0
2018-10-31    89417076.0
Name: Total Current Liabilities, dtype: float64","
2021-10-31    162402612.0
2020-10-31    148952321.0
2019-10-31    160023867.0
2018-10-31    147902918.0
Name: Total Stockholder Equity, dtype: float64","
2021-10-31    0.546853
2020-10-31    0.593577
2019-10-31    0.560294
2018-10-31    0.604566
dtype: float64","
2021-10-31      2194.0
2020-10-31         NaN
2019-10-31     69080.0
2018-10-31    146394.0
Name: Cash, dtype: float64","
2021-10-31    7732555.0
2020-10-31    4951583.0
2019-10-31    4459538.0
2018-10-31    6504530.0
Name: Total Current Assets, dtype: float64"
62,CTXR,,0.1074,"
2021-09-30    3982292.0
2020-09-30    4097133.0
2019-09-30    4607722.0
2018-09-30    3184840.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    132182353.0
2020-09-30     33670668.0
2019-09-30     27152872.0
2018-09-30     27865684.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.030127
2020-09-30    0.121683
2019-09-30    0.169696
2018-09-30    0.114293
dtype: float64","
2021-09-30    70072946.0
2020-09-30    13859748.0
2019-09-30     7893804.0
2018-09-30     9184003.0
Name: Cash, dtype: float64","
2021-09-30    72814350.0
2020-09-30    13981985.0
2019-09-30     7941915.0
2018-09-30    10060078.0
Name: Total Current Assets, dtype: float64"
63,INVZW,-0.663811563,,,,,,
64,COUR,,,"
2021-12-31    201123000.0
2020-12-31    153644000.0
2019-12-31     82993000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    741513000.0
2020-12-31   -221824000.0
2019-12-31   -186999000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.271233
2020-12-31   -0.692639
2019-12-31   -0.443815
dtype: float64","
2021-12-31    580658000.0
2020-12-31     79878000.0
2019-12-31     55986000.0
Name: Cash, dtype: float64","
2021-12-31    892331000.0
2020-12-31    355071000.0
2019-12-31    206511000.0
Name: Total Current Assets, dtype: float64"
65,VOW3.F,0.248051028,,"
2021-12-31    1.643930e+11
2020-12-31    1.654100e+11
2019-12-31    1.679240e+11
2018-12-31    1.679680e+11
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.444490e+11
2020-12-31    1.270490e+11
2019-12-31    1.217810e+11
2018-12-31    1.171170e+11
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.138069
2020-12-31    1.301939
2019-12-31    1.378901
2018-12-31    1.434190
dtype: float64","
2021-12-31    2.549100e+10
2020-12-31    2.422200e+10
2019-12-31    1.968000e+10
2018-12-31    2.416900e+10
Name: Cash, dtype: float64","
2021-12-31    2.003470e+11
2020-12-31    1.949440e+11
2019-12-31    1.874630e+11
2018-12-31    1.835360e+11
Name: Total Current Assets, dtype: float64"
66,ZIVO,1.587368421,0.057600003,"
2021-12-31     2947969.0
2020-12-31    11393915.0
2019-12-31     8707876.0
2018-12-31    22693623.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31     6042209.0
2020-12-31   -11310614.0
2019-12-31    -8338483.0
2018-12-31   -22282117.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.487896
2020-12-31   -1.007365
2019-12-31   -1.044300
2018-12-31   -1.018468
dtype: float64","
2021-12-31    8901875.0
2020-12-31     137862.0
2019-12-31     346111.0
2018-12-31     388891.0
Name: Cash, dtype: float64","
2021-12-31    8959953.0
2020-12-31     167815.0
2019-12-31     369393.0
2018-12-31     411506.0
Name: Total Current Assets, dtype: float64"
67,UNBLF,35.90909091,,"
2021-12-31    3.557800e+09
2020-12-31    4.827400e+09
2019-12-31    4.859700e+09
2018-12-31    6.014400e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.891560e+10
2020-12-31    1.938200e+10
2019-12-31    2.793960e+10
2018-12-31    2.816510e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.188088
2020-12-31    0.249066
2019-12-31    0.173936
2018-12-31    0.213541
dtype: float64","
2021-12-31    2.256100e+09
2020-12-31    2.137600e+09
2019-12-31    4.888000e+08
2018-12-31    3.699000e+08
Name: Cash, dtype: float64","
2021-12-31    3.729500e+09
2020-12-31    4.399300e+09
2019-12-31    3.896600e+09
2018-12-31    1.708700e+09
Name: Total Current Assets, dtype: float64"
68,ORGNW,-0.160160479,,,,,,
69,CLOEU,,,,,,,
70,BESVF,,,"
2021-12-31    187578000.0
2020-12-31    101486000.0
2019-12-31     86628000.0
2018-12-31    100926000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    619274000.0
2020-12-31    371227000.0
2019-12-31    298508000.0
2018-12-31    372188000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.302900
2020-12-31    0.273380
2019-12-31    0.290203
2018-12-31    0.271169
dtype: float64","
2021-12-31    451395000.0
2020-12-31    375406000.0
2019-12-31    278398000.0
2018-12-31    295539000.0
Name: Cash, dtype: float64","
2021-12-31    936148000.0
2020-12-31    755532000.0
2019-12-31    550250000.0
2018-12-31    603619000.0
Name: Total Current Assets, dtype: float64"
71,BPE.F,,,"
2021-12-31    8.028700e+10
2020-12-31    5.979900e+10
2019-12-31    7.359500e+10
2018-12-31    6.823700e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    7.544200e+10
2020-12-31    7.122900e+10
2019-12-31    9.839100e+10
2018-12-31    9.942300e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.064222
2020-12-31    0.839532
2019-12-31    0.747985
2018-12-31    0.686330
dtype: float64","
2021-12-31    3.068100e+10
2020-12-31    3.111100e+10
2019-12-31    2.247200e+10
2018-12-31    2.246800e+10
Name: Cash, dtype: float64","
2021-12-31    9.259000e+10
2020-12-31    7.298200e+10
2019-12-31    8.205900e+10
2018-12-31    7.131000e+10
Name: Total Current Assets, dtype: float64"
72,DNAD,,,"
2021-12-31    115692.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -6600197.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.017529
dtype: float64","
2021-12-31    464411.0
Name: Cash, dtype: float64","
2021-12-31    967995.0
Name: Total Current Assets, dtype: float64"
73,PAYC,,,"
2021-12-31    1.990410e+09
2020-12-31    1.718030e+09
2019-12-31    1.753522e+09
2018-12-31    1.028682e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    893714000.0
2020-12-31    655643000.0
2019-12-31    526628000.0
2018-12-31    334753000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    2.227122
2020-12-31    2.620374
2019-12-31    3.329717
2018-12-31    3.072958
dtype: float64","
2021-12-31    277978000.0
2020-12-31    151710000.0
2019-12-31    133667000.0
2018-12-31     45718000.0
Name: Cash, dtype: float64","
2021-12-31    2.252038e+09
2020-12-31    1.864605e+09
2019-12-31    1.871100e+09
2018-12-31    1.064622e+09
Name: Total Current Assets, dtype: float64"
74,ELDN,2.219512195,,"
2021-12-31    4401000.0
2020-12-31    2483000.0
2019-12-31    1322000.0
2018-12-31    2534000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    163995000.0
2020-12-31    190596000.0
2019-12-31      9465000.0
2018-12-31     14492000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.026836
2020-12-31    0.013028
2019-12-31    0.139672
2018-12-31    0.174855
dtype: float64","
2021-12-31     84833000.0
2020-12-31    114195000.0
2019-12-31      8791000.0
2018-12-31     12972000.0
Name: Cash, dtype: float64","
2021-12-31     88346000.0
2020-12-31    115630000.0
2019-12-31      9971000.0
2018-12-31     14276000.0
Name: Total Current Assets, dtype: float64"
75,KOP,0.938317757,,"
2021-12-31    285700000.0
2020-12-31    292100000.0
2019-12-31    296200000.0
2018-12-31    298700000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    406600000.0
2020-12-31    341700000.0
2019-12-31    147300000.0
2018-12-31     56200000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.702656
2020-12-31    0.854843
2019-12-31    2.010862
2018-12-31    5.314947
dtype: float64","
2021-12-31    45500000.0
2020-12-31    38500000.0
2019-12-31    32300000.0
2018-12-31    40600000.0
Name: Cash, dtype: float64","
2021-12-31    628100000.0
2020-12-31    564500000.0
2019-12-31    519500000.0
2018-12-31    540300000.0
Name: Total Current Assets, dtype: float64"
76,SMEGF,0.826619965,0.0062,"
2021-09-30    2.260200e+10
2020-09-30    2.155200e+10
2019-09-30    2.348700e+10
2018-09-30    2.341800e+10
Name: Total Current Liabilities, dtype: float64","
2021-09-30    1.495800e+10
2020-09-30    1.494200e+10
2019-09-30    1.185600e+10
2018-09-30    9.499000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    1.511031
2020-09-30    1.442377
2019-09-30    1.981022
2018-09-30    2.465312
dtype: float64","
2021-09-30    5.333000e+09
2020-09-30    4.630000e+09
2019-09-30    1.871000e+09
2018-09-30    2.544000e+09
Name: Cash, dtype: float64","
2021-09-30    2.339700e+10
2020-09-30    2.254800e+10
2019-09-30    2.491700e+10
2018-09-30    2.600600e+10
Name: Total Current Assets, dtype: float64"
